id,references,prediction,Average_ROUGE,Average_BERTScore,Difference
156,"['#Person2# likes his neibourhood girl who is popular. Although #Person1# analyses the disadvantages, #Person2# still decides to date with her.', '#Person2# tells #Person1# that he falls in love with his neighbour and #Person1# thinks he has some competition and wishes him good luck.', ""#Person2# tells #Person1# he falls in love with the girl living under him and she's very popular. #Person2#'s going to call her now and invite her to dinner tonight.""]","#Person2# falls for a neighbor and plans to ask her out, despite competition and potential complications.",0.2261,0.8841,0.658
193,"['Informed of the cost and duration by #Person2#, #Person1# chooses a cheaper way of mailing which takes more time.', '#Person2# offers #Person1# two ways to send the package and #Person1# chooses the cheaper one.', '#Person1# prefers sending the package by post to by first class after being told the price and the duration by #Person2#.']","#Person1# chooses a cheaper, slower delivery method to send a package to Korea after discussing options with #Person2#.",0.2554,0.9133,0.6579
369,"['#Person2# wants to inquire about a loan for studying abroad. #Person1# explains the policy and age limitations to #Person2#. #Person2# will decide later.', '#Person2# wants to inquire about a loan for overseas study and asks #Person1# the requirements of the application. #Person2# will decide later.', '#Person2# asks #Person1# information about personal loans for studying abroad. #Person2# fits the requirements nicely and will decide later.']","#Person2# discusses obtaining a study abroad loan with #Person1#, a loan company representative, who confirms eligibility and age limits.",0.2622,0.9197,0.6575
359,"['#Person1# wants to invite #Person2# out. #Person2# refuses.', ""#Person2# refuses #Person1# 's invitation to go out."", ""#Person2# refuses #Person1#'s invitations to go out.""]","#Person1# persistently invites #Person2# out, who declines due to her husband's potential disapproval, but appreciates the gestures.",0.2564,0.9137,0.6573
245,"['Marquet offers #Person1# adivce on what courses to take.', ""#Person1# wants to enroll in a science course and asks Marquet's advice."", 'Marquet suggests #Person1# take a good introductory course for non-science majors.']","#Person1# seeks advice from premedical student Marquet about enrolling in a science course, expressing concern about struggling with maps.",0.2371,0.8941,0.657
294,"['Julie got food poisoning last Sunday and Mr. Jones cares about her health and study.', 'Julie explains to Mr. Jones that her absence of a week is due to food poisoning. Julie will make up for the missed lessons by learning the materials.', 'Mr. Jones asks Julie the reasons Julie got absent for class the whole week and finds out Julie got food poisoning.']","Julie explains her week-long absence to Mr. Jones, attributing it to suspected food poisoning from street food.",0.2449,0.9017,0.6567
104,"['#Person1# asks #Person2# about the table manners in China. #Person2# says there are many hazy rules that are different from Western. And #Person2# tells #Person1# stabbing chopsticks into a bowl resembles sacrifices for the death and is very inauspicious.', '#Person1# and #Person2# are discussing the differences between China and Western feasts. There are so many rules on the Chinese table, and they both feel hazy about its etiquette.', ""#Person1# and #Person2# talk about the difference in table etiquette in China. They both feel hazy about Chinese table etiquette and wrong use of chopsticks can lead to people's enrage.""]","#Person1# educates #Person2# about Chinese dining etiquette, highlighting cultural differences and the significance of certain practices.",0.2461,0.9027,0.6566
291,"['#Person1# and #Person2# will meet after work.', '#Person2# will give #Person1# a ride after work.', '#Person1# and #Person2# go back to work and will meet after work.']","Two individuals plan to meet after work due to heavy workloads, with one offering the other a ride.",0.2202,0.8762,0.6561
8,"['#Person1# is begging Steven to persuade his wife not to divorce him. Steven agrees.', ""Steve will try to persuade #Person1#'s wife not to divorce #Person1# as #Person1# swears to remain faithful forever."", ""#Person1# begs Steven's to persuade #Person1#'s wife not to divorce him, and Steven agrees.""]","#Person1# confesses infidelity to Steven, who agrees to help mend his marriage under the condition of future faithfulness.",0.2338,0.8883,0.6545
148,"['Darlene calls to check the delayed order. Dan tells her the situation. Darlene will talk to Steve.', 'Darlene calls Dan to check on the delay of the order. Dan explains to her the reason for the delay. Darlene decides to talk to Steven.', 'Darlen calls Dan to check the delayed order of computers. Dan explains to her the reason for the delay. Darlene decides to talk to Steven.']","Darlene contacts Dan about delayed computer order, understands staff shortage issue, and plans to inform Steve.",0.2617,0.9159,0.6543
346,"[""Nathan is going to Chicago for his practice in Chicago Tribune. His mother is worried about him and keeps asking him questions about this internship. Nathan says he'll work with a regular writer to get experience and she's finally at ease."", ""Nathan's mum asks him about his coming internship in Chicago and feels worried about him, but Nathan is confident and positive. Nathan comforts her that he would be fine."", ""Nathan is going to Chicago for practice and he is confident that he will do a good job and learn from others. Though worried at first, his mom thinks it's a great opportunity for him.""]","Nathan reassures his mother about his summer practice at the Chicago Tribune, emphasizing his confidence and viewing it as a learning opportunity.",0.2394,0.8936,0.6542
118,"['#Person1# is a new member who wants to use the machines. Johnson teaches #Person1# to get a card to keep track of the progress and record the suitable weight for each machine. #Person1# stops training as Johnson suggests and will go through the rest of the machines next time.', 'Johnson is teaching #Person1# how to use the training machines. He introduces a training card that allows #Person1# to keep track of the weight used on each machine. #Person1# is exhausted when there are still 7 machines left. Johnson suggests #Person1# stop to train and go through the rest of the machines next time.', 'Johnson shows #Person1# the correct way to use weights machine and tells #Person1# using a card to keep track of exercise intensity. #Person1# stops training as Johnson suggests and will go through the rest of the machines next time.']","New gym member learns to use weight machines and importance of not overexerting, with guidance from experienced staff.",0.2053,0.8593,0.654
69,"['James reserves a dining room for eight at a restaurant. #Person1# will ask the waitress to show him the way.', ""#Person1# confirms Jame's reservation at the restaurant and asks a waitress to show him the way."", ""James has reserved a dining room and #Person1#'ll asks the waitress to show him the way.""]","James visits a restaurant, initially denied a private room, but is eventually guided to his reserved space.",0.2289,0.8827,0.6538
0,"['Ms. Dawson helps #Person1# to write a memo to inform every employee that they have to change the communication method and should not use Instant Messaging anymore.', 'In order to prevent employees from wasting time on Instant Message programs, #Person1# decides to terminate the use of those programs and asks Ms. Dawson to send out a memo to all employees by the afternoon.', 'Ms. Dawson takes a dictation for #Person1# about prohibiting the use of Instant Message programs in the office. They argue about its reasonability but #Person1# still insists.']","#Person1# instructs Ms. Dawson to draft a memo banning Instant Messaging at work due to productivity concerns, despite potential client communication issues.",0.2437,0.8964,0.6527
7,"['#Person2# is checking out and asks #Person1# for the bill. #Person1# gives #Person2# a wrong bill at first then corrects it.', '#Person1# helps #Person2# correct a mischarged bill on laundry service and helps #Person2# check out.', '#Person2# finds #Person2# being mischarged. #Person1# corrects the bill and #Person2# pays for it.']","#Person2# disputes a laundry charge at checkout; #Person1# apologizes and rectifies the error, leaving #Person2# satisfied.",0.2685,0.9211,0.6526
